site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2013,dead_2013,hcom_2013,htot_2013,dbh_2018,htot_2018,dead_2018,plot_id
AND_A01,1,,,296471.6252,9718217.154,O,13.0,True,,7.9,,,True,1
AND_A01,2,,,296474.207,9718214.32,O,21.0,True,,6.0,,,True,1
AND_A01,3,Guatteria schomburgkiana,Annonaceae,296475.731,9718211.616,O,11.6,False,3.17,5.45,,,True,1
AND_A01,4,Eperua bijuga,Fabaceae,296473.7785,9718209.724,O,142.0,False,6.21,10.56,,,True,1
AND_A01,5,,,296478.0885,9718208.032,O,15.3,True,,7.16,,,True,1
AND_A01,6,Lecythis idatimon,Lecythidaceae,296481.0013,9718202.683,O,41.5,False,16.49,26.11,,,True,1
AND_A01,7,Euterpe oleracea,Arecaceae,296481.084,9718202.495,P,11.6,False,,5.22,,,True,1
AND_A01,8,Vismia guianensis,Clusiaceae,296477.6213,9718200.98,O,10.6,False,3.71,7.5,,,True,1
AND_A01,9,,,296481.5953,9718192.956,O,18.1,True,,2.46,,,True,1
AND_A01,11,Croton matourensis,Euphorbiaceae,296488.3847,9718177.767,O,10.8,False,7.69,10.57,,,True,1
AND_A01,12,,,296491.8467,9718178.307,O,11.5,True,,3.59,,,True,1
AND_A01,13,Cecropia distachya,Urticaceae,296492.5496,9718176.71,O,11.0,False,9.04,11.49,,,True,1
AND_A01,14,Tetragastris panamensis,Burseraceae,296464.4028,9718177.587,O,44.8,False,9.99,14.56,,,True,1
AND_A01,15,Carapa guianensis,Meliaceae,296448.7425,9718175.084,O,44.4,False,14.9,21.16,,,True,1
AND_A01,16,Eschweilera coriacea,Lecythidaceae,296457.3621,9718188.646,O,41.6,False,12.08,15.79,,,,1
AND_A01,17,Inga alba,Fabaceae,296461.6868,9718191.516,O,37.8,False,10.5,20.5,,,True,1
AND_A01,18,Apeiba petoumo,Malvaceae,296447.2845,9718165.528,O,50.5,False,20.35,29.47,,,True,1
AND_A01,19,Anacardium spruceanum,Anacardiaceae,296430.2458,9718192.187,O,101.6,False,25.95,39.92,,,,1
AND_A01,20,Capirona huberiana,Rubiaceae,296438.3163,9718204.362,O,48.3,False,20.76,29.49,,,True,1
AND_A01,21,Eschweilera coriacea,Lecythidaceae,296460.3604,9718209.867,O,54.0,False,12.74,22.01,,,True,1
AND_A01,97,Oenocarpus bacaba,Arecaceae,296470.0788,9718205.463,P,,,,,18.2,16.16,,1
AND_A01,98,,,296451.4748,9718209.856,O,,,,,11.2,11.97,True,1
AND_A01,99,,,296451.516,9718209.761,O,,,,,11.4,12.11,True,1
AND_A01,100,,,296479.0612,9718173.477,O,,,,,37.0,24.61,True,1
AND_A01,101,,,296477.8608,9718174.429,O,,,,,11.2,11.97,True,1
AND_A01,102,Pouteria gongrijpii,Sapotaceae,296476.5656,9718175.342,O,,,,,16.5,15.22,,1
AND_A01,103,,,296476.4708,9718175.303,O,,,,,13.2,13.26,True,1
AND_A01,104,,,296479.7572,9718180.326,O,,,,,15.4,14.59,True,1
AND_A01,105,,,296476.5172,9718193.326,O,,,,,14.4,14.0,True,1
AND_A01,106,,,296473.6531,9718193.492,O,,,,,17.0,15.5,True,1
AND_A01,107,Jacaratia spinosa,Caricaceae,296466.9188,9718203.523,O,,,,,25.6,19.84,,1
AND_A01,108,Tapirira guianensis,Anacardiaceae,296467.0256,9718203.788,O,,,,,19.4,16.8,,1
AND_A01,109,Tapirira guianensis,Anacardiaceae,296464.5645,9718202.794,O,,,,,19.1,16.64,,1
AND_A01,110,,,296467.3832,9718211.357,O,,,,,13.6,13.51,True,1
AND_A01,111,,,296467.3007,9718211.546,O,,,,,13.4,13.39,True,1
AND_A01,112,,,296463.4396,9718215.535,O,,,,,28.4,21.1,True,1
AND_A01,113,,,296462.2015,9718218.361,O,,,,,12.8,13.01,True,1
AND_A01,22,Pouteria guianensis,Sapotaceae,296534.2042,9718081.61,O,21.5,False,8.45,12.48,,,,2
AND_A01,23,Sagotia racemosa,Euphorbiaceae,296538.6349,9718077.055,O,13.1,False,4.18,6.64,,,,2
AND_A01,24,Gustavia poeppigiana,Lecythidaceae,296538.0784,9718074.92,O,12.4,False,5.53,9.16,,,,2
AND_A01,25,Lecythis idatimon,Lecythidaceae,296537.3961,9718074.273,O,10.8,False,6.39,9.85,,,,2
AND_A01,26,Simaba cedron,Simaroubaceae,296540.5412,9718074.628,O,10.3,False,5.13,7.3,,,True,2
AND_A01,27,Inga heterophylla,Fabaceae,296536.8626,9718072.925,O,45.4,False,15.32,22.86,,,,2
AND_A01,28,Lecythis idatimon,Lecythidaceae,296539.1619,9718071.236,O,16.2,False,10.28,14.02,,,True,2
AND_A01,29,Protium paniculatum,Burseraceae,296541.1062,9718068.94,O,26.9,False,14.75,20.36,,,,2
AND_A01,30,Protium hebetatum,Burseraceae,296542.1376,9718068.752,O,10.2,False,10.24,12.8,,,,2
AND_A01,31,Pouteria guianensis,Sapotaceae,296537.8607,9718066.797,O,50.0,False,27.05,34.92,,,True,2
AND_A01,32,Pouteria gongrijpii,Sapotaceae,296544.8944,9718066.27,O,17.3,False,9.86,14.03,,,True,2
AND_A01,33,Protium paniculatum,Burseraceae,296544.4259,9718061.122,O,18.5,False,11.82,18.1,,,,2
AND_A01,34,Cecropia palmata,Urticaceae,296550.3997,9718055.582,O,13.7,False,10.74,14.45,16.6,,False,2
AND_A01,35,,,296550.976,9718055.181,O,12.7,True,,4.77,,,True,2
AND_A01,36,Cecropia palmata,Urticaceae,296552.2294,9718053.548,O,11.9,False,11.1,12.28,,,,2
AND_A01,37,Jacaratia spinosa,Caricaceae,296550.0213,9718052.575,O,15.9,False,5.19,6.23,,,,2
AND_A01,38,Jacaratia spinosa,Caricaceae,296549.8293,9718052.491,O,11.3,False,5.24,6.28,,,,2
AND_A01,39,Trema micrantha,Cannabaceae,296549.7333,9718052.448,O,10.1,False,4.0,8.69,,,,2
AND_A01,40,Pouteria guianensis,Sapotaceae,296556.0948,9718046.507,O,30.9,False,10.76,19.69,32.4,,False,2
AND_A01,41,Eschweilera coriacea,Lecythidaceae,296532.524,9718038.427,O,53.8,False,15.29,24.75,57.2,,False,2
AND_A01,42,Tetragastris panamensis,Burseraceae,296510.4537,9718028.189,O,46.6,False,12.58,24.04,47.9,,False,2
AND_A01,43,Brosimum rubescens ,Moraceae,296506.2609,9718032.243,O,36.0,False,18.89,25.83,,,True,2
AND_A01,44,Jacaratia spinosa,Caricaceae,296510.632,9718042.631,O,45.8,False,13.9,16.08,55.7,,False,2
AND_A01,45,Anacardium spruceanum,Anacardiaceae,296505.0768,9718042.262,O,41.1,False,17.74,28.26,48.5,,False,2
AND_A01,46,Eschweilera coriacea,Lecythidaceae,296492.7852,9718066.336,O,48.0,False,19.4,32.31,50.5,,False,2
AND_A01,47,Capirona huberiana,Rubiaceae,296498.6525,9718070.201,O,38.0,False,17.79,27.54,43.1,,False,2
AND_A01,48,Laetia procera,Salicaceae,296518.8274,9718076.539,O,43.9,False,19.85,23.75,46.5,,False,2
AND_A01,49,Pouteria guianensis,Sapotaceae,296521.4251,9718060.365,O,60.0,False,23.95,27.28,,,True,2
AND_A01,50,Eschweilera coriacea,Lecythidaceae,296523.2009,9718056.855,O,42.4,False,13.79,24.08,,,True,2
AND_A01,51,Eschweilera coriacea,Lecythidaceae,296523.1506,9718054.675,O,37.5,False,13.49,17.8,,,True,2
AND_A01,52,,,296525.1607,9718064.246,O,50.0,True,,5.56,,,True,2
AND_A01,114,Lecythis idatimon,Lecythidaceae,296527.0312,9718080.205,O,,,,,28.1,20.97,,2
AND_A01,115,,,296527.8566,9718079.715,O,,,,,13.2,13.26,True,2
AND_A01,116,,,296526.5955,9718078.899,O,,,,,13.5,13.45,True,2
AND_A01,117,Oenocarpus bacaba,Arecaceae,296525.7388,9718078.385,P,,,,,18.1,16.1,,2
AND_A01,118,Tetragastris panamensis,Burseraceae,296532.2124,9718071.54,O,,,,,19.7,16.95,,2
AND_A01,119,,,296529.3234,9718067.252,O,,,,,18.6,16.37,True,2
AND_A01,120,Eschweilera ovata,Lecythidaceae,296538.4309,9718065.305,O,,,,,15.5,14.65,,2
AND_A01,121,Lecythis lurida,Lecythidaceae,296536.5219,9718062.797,O,,,,,18.2,16.16,,2
AND_A01,122,Pouteria gongrijpii,Sapotaceae,296542.446,9718060.013,O,,,,,25.3,19.7,,2
AND_A01,123,,,296539.8413,9718056.119,O,,,,,15.3,14.53,True,2
AND_A01,124,Pouteria sp.,Sapotaceae,296550.1654,9718041.228,O,,,,,14.5,14.06,,2
AND_A01,53,Jacaratia spinosa,Caricaceae,296597.1594,9717946.521,O,11.3,False,11.3,15.36,,,True,3
AND_A01,54,Galipea trifoliata,,296601.7308,9717943.526,O,12.3,False,10.06,15.17,,,True,3
AND_A01,55,Protium paniculatum,Burseraceae,296599.3906,9717942.77,O,18.0,False,12.32,18.06,,,True,3
AND_A01,56,Eperua bijuga,Fabaceae,296600.1216,9717938.539,O,26.0,False,8.27,11.4,,,True,3
AND_A01,57,Astronium gracile,Anacardiaceae,296599.84,9717938.45,O,23.6,False,19.16,25.79,,,True,3
AND_A01,58,Tachigali myrmecophila,Fabaceae,296602.7221,9717935.994,O,30.9,False,13.6,23.74,,,True,3
AND_A01,59,Cordia scabrifolia,Boraginaceae,296603.2274,9717934.569,O,17.7,False,6.33,7.91,,,True,3
AND_A01,60,Inga alba,Fabaceae,296607.1693,9717932.824,O,19.1,False,10.78,17.51,,,True,3
AND_A01,61,Euterpe oleracea,Arecaceae,296610.0248,9717919.888,P,11.0,False,4.8,6.42,,,True,3
AND_A01,62,Inga alba,Fabaceae,296610.0943,9717919.32,O,24.1,False,14.43,19.31,,,True,3
AND_A01,63,Euterpe oleracea,Arecaceae,296612.3624,9717919.591,P,11.1,False,9.09,11.2,,,True,3
AND_A01,64,Jacaratia spinosa,Caricaceae,296613.8029,9717918.048,O,12.6,False,5.29,7.49,,,True,3
AND_A01,65,Carapa guianensis,Meliaceae,296616.8452,9717912.059,O,47.6,False,18.26,27.64,,,True,3
AND_A01,66,Hevea brasiliensis,Euphorbiaceae,296601.1927,9717901.881,O,37.3,False,18.54,27.49,,,True,3
AND_A01,67,Pourouma minor,Urticaceae,296595.7796,9717906.103,O,45.8,False,16.29,18.96,,,True,3
AND_A01,68,Carapa guianensis,Meliaceae,296594.5866,9717901.955,O,59.0,False,18.17,27.89,,,True,3
AND_A01,69,Pouteria oppositifolia,Sapotaceae,296575.389,9717896.609,O,50.0,False,23.95,37.87,,,True,3
AND_A01,70,Eschweilera coriacea,Lecythidaceae,296573.0712,9717909.978,O,51.7,False,13.51,18.23,,,True,3
AND_A01,71,,,296584.9014,9717912.511,O,43.7,True,,24.83,,,True,3
AND_A01,72,,,296605.8376,9717918.658,O,38.7,True,,16.83,,,True,3
AND_A01,73,,,296607.2203,9717918.087,O,38.32,True,,18.09,,,True,3
AND_A01,125,Tachigali myrmecophila,Fabaceae,296595.0765,9717946.335,O,,,,,18.4,16.27,,3
AND_A01,126,Cordia scabrifolia,Boraginaceae,296595.2061,9717946.079,O,,,,,16.2,15.05,,3
AND_A01,127,,,296591.1654,9717941.592,O,,,,,10.0,11.15,True,3
AND_A01,128,,,296597.324,9717940.616,O,,,,,13.9,13.69,True,3
AND_A01,129,Oenocarpus bacaba,Arecaceae,296595.8826,9717932.275,P,,,,,11.9,12.43,,3
AND_A01,74,Cecropia palmata,Urticaceae,296656.7197,9717811.819,O,11.9,False,8.18,17.53,,,,4
AND_A01,75,Jacaratia spinosa,Caricaceae,296657.3396,9717803.499,O,15.0,False,6.15,9.27,,,,4
AND_A01,76,Jacaratia spinosa,Caricaceae,296657.922,9717800.539,O,14.5,False,6.29,8.02,18.1,,False,4
AND_A01,77,Lecythis idatimon,Lecythidaceae,296662.1364,9717801.277,O,10.9,False,8.36,10.24,,,,4
AND_A01,78,,,296658.1403,9717797.424,O,36.0,True,,21.77,,,True,4
AND_A01,79,Parkia sp.,Fabaceae,296655.0089,9717788.694,O,55.4,False,27.93,32.43,,,,4
AND_A01,80,Pouteria guianensis,Sapotaceae,296655.9948,9717774.926,O,47.4,False,18.93,31.68,51.6,,False,4
AND_A01,81,Cordia scabrifolia,Boraginaceae,296665.6701,9717770.561,O,12.1,False,5.95,7.16,13.2,,False,4
AND_A01,82,Anacardium spruceanum,Anacardiaceae,296664.1791,9717766.87,O,39.4,False,20.47,25.76,44.4,,False,4
AND_A01,83,Eschweilera coriacea,Lecythidaceae,296651.0528,9717767.434,O,84.0,False,25.76,34.75,85.2,,False,4
AND_A01,84,Poeppigia sp.,Fabaceae,296648.2532,9717763.385,O,39.7,False,18.03,23.93,42.0,,False,4
AND_A01,85,Pouteria gongrijpii,Sapotaceae,296650.1823,9717771.216,O,42.0,False,17.49,27.36,,,True,4
AND_A01,86,Licania canescens,Chrysobalanaceae,296644.9351,9717769.277,O,43.4,False,17.87,31.2,,,True,4
AND_A01,87,Pouteria gongrijpii,Sapotaceae,296634.5605,9717761.511,O,41.5,False,19.72,26.47,43.7,,False,4
AND_A01,88,,,296631.5651,9717765.314,O,42.4,True,,24.56,,,True,4
AND_A01,89,Inga thibaudiana,Fabaceae,296629.0473,9717767.301,O,40.2,False,17.43,23.52,,,,4
AND_A01,90,Poeppigia sp.,Fabaceae,296638.2066,9717776.8,O,35.3,False,15.82,21.45,37.2,,False,4
AND_A01,91,Eschweilera coriacea,Lecythidaceae,296632.5337,9717779.54,O,40.3,False,13.32,21.89,,,True,4
AND_A01,92,Micrandra minor,Euphorbiaceae,296613.8167,9717794.183,O,56.6,False,37.68,53.84,,,True,4
AND_A01,93,Micrandra minor,Euphorbiaceae,296615.2831,9717792.89,O,45.9,False,36.85,46.27,47.7,,False,4
AND_A01,94,Pouteria guianensis,Sapotaceae,296618.4993,9717796.343,O,42.3,False,31.05,43.96,43.3,,False,4
AND_A01,95,Sterculia pruriens,Malvaceae,296622.3209,9717797.806,O,49.0,False,28.98,35.35,50.1,,False,4
AND_A01,96,Carapa guianensis,Meliaceae,296651.3557,9717806.177,O,49.4,False,16.1,27.34,,,,4
AND_A01,130,,,296652.2139,9717811.898,O,,,,,15.4,14.59,True,4
AND_A01,131,,,296649.048,9717809.375,O,,,,,11.1,11.91,True,4
AND_A01,132,Oenocarpus bacaba,Arecaceae,296650.1409,9717807.115,P,,,,,18.7,16.43,,4
AND_A01,133,,,296649.2927,9717806.307,O,,,,,32.9,22.99,True,4
AND_A01,134,,,296645.5728,9717804.625,O,,,,,16.0,14.93,True,4
AND_A01,135,Eschweilera coriacea,Lecythidaceae,296650.3238,9717801.479,O,,,,,22.4,18.32,,4
AND_A01,136,Eschweilera coriacea,Lecythidaceae,296651.122,9717794.026,O,,,,,40.1,25.77,,4
AND_A01,137,,,296654.4282,9717792.887,O,,,,,10.6,11.57,True,4
AND_A01,138,,,296653.4797,9717780.849,O,,,,,14.8,14.23,True,4
AND_A01,139,Cecropia palmata,Urticaceae,296656.4295,9717781.895,O,,,,,10.4,11.43,,4
AND_A01,140,Cecropia palmata,Urticaceae,296657.7198,9717780.293,O,,,,,13.0,13.14,,4
AND_A01,141,Cecropia palmata,Urticaceae,296660.8748,9717774.114,O,,,,,13.4,13.39,,4
AND_A01,142,Cecropia palmata,Urticaceae,296666.1123,9717776.036,O,,,,,11.1,11.91,,4
AND_A01,143,Cecropia palmata,Urticaceae,296660.4612,9717771.547,O,,,,,11.2,11.97,,4
AND_A01,144,Cecropia palmata,Urticaceae,296659.7997,9717770.68,O,,,,,16.6,15.27,,4
AND_A01,145,Cecropia palmata,Urticaceae,296659.3907,9717772.207,O,,,,,10.3,11.36,,4
AND_A01,146,Simarouba amara,Simaroubaceae,296658.0982,9717765.078,O,,,,,11.5,12.17,,4
AND_A01,147,,,296660.5676,9717765.621,O,,,,,10.2,11.29,True,4
AND_A01,148,Inga alba,Fabaceae,296667.4842,9717767.801,O,,,,,14.1,13.82,,4
AND_A01,149,Lecythis idatimon,Lecythidaceae,296667.7209,9717767.033,O,,,,,10.0,11.15,,4
AND_A01,150,Inga thibaudiana,Fabaceae,296665.0217,9717766.318,O,,,,,11.6,12.24,,4
AND_A01,151,Eperua bijuga,Fabaceae,296664.8694,9717766.16,O,,,,,12.9,13.07,,4
AND_A01,153,Vantanea parviflora,Humiriaceae,296657.9538,9717765.754,O,,,,,13.5,13.45,,4
AND_A01,154,,,296652.7633,9717764.047,O,,,,,18.1,16.1,True,4
AND_A01,155,Inga alba,Fabaceae,296634.3317,9717780.272,O,,,,,36.3,24.34,,4
AND_A01,1,Croton matourensis,Euphorbiaceae,296294.6458,9718129.517,O,17.5,False,9.1,14.53,,,True,5
AND_A01,2,Jacaratia spinosa,Caricaceae,296296.6226,9718124.891,O,24.7,False,7.56,15.03,29.8,,False,5
AND_A01,3,Bellucia grossularioides,Melastomataceae,296293.9406,9718122.179,O,18.3,False,11.48,19.44,,,True,5
AND_A01,4,Lecythis idatimon,Lecythidaceae,296295.6925,9718118.076,O,18.3,False,10.53,16.88,20.4,,False,5
AND_A01,5,Eschweilera coriacea,Lecythidaceae,296298.7863,9718110.83,O,43.2,False,14.76,24.23,46.3,,False,5
AND_A01,6,Galipea trifoliata,,296299.5918,9718108.693,O,10.4,False,6.01,9.96,,,True,5
AND_A01,7,Carapa guianensis,Meliaceae,296300.7765,9718106.419,O,41.2,False,18.54,28.66,,,True,5
AND_A01,8,Inga alba,Fabaceae,296305.7586,9718104.762,O,14.2,False,8.93,19.68,,,True,5
AND_A01,9,Pouteria sp.,Sapotaceae,296304.0893,9718102.415,O,12.3,False,11.16,16.54,,,True,5
AND_A01,10,Simarouba amara,Simaroubaceae,296277.9372,9718111.175,O,46.4,False,25.51,30.78,39.1,,False,5
AND_A01,11,Carapa guianensis,Meliaceae,296276.1567,9718110.347,O,60.0,False,10.46,27.52,,,True,5
AND_A01,12,Anacardium spruceanum,Anacardiaceae,296259.9883,9718113.294,O,57.2,False,14.9,25.03,,,True,5
AND_A01,13,Eschweilera coriacea,Lecythidaceae,296281.0473,9718118.902,O,41.0,False,12.28,22.2,57.7,,False,5
AND_A01,14,Parkia sp.,Fabaceae,296276.5026,9718134.579,O,54.0,False,12.07,25.85,,,True,5
AND_A01,82,Croton matourensis,Euphorbiaceae,296281.8354,9718137.058,O,,,,,20.7,17.47,,5
AND_A01,83,Croton matourensis,Euphorbiaceae,296283.2083,9718136.336,O,,,,,26.7,20.34,,5
AND_A01,84,,,296280.2811,9718135.708,O,,,,,14.0,13.75,True,5
AND_A01,85,Diospyros guianensis,,296278.5757,9718135.961,O,,,,,16.2,15.05,,5
AND_A01,86,Parkia sp.,Fabaceae,296282.0702,9718130.261,O,,,,,50.1,29.21,,5
AND_A01,87,Sterculia pruriens,Malvaceae,296290.1629,9718126.281,O,,,,,15.5,14.65,,5
AND_A01,88,Eriotheca globosa,Malvaceae,296290.3925,9718117.493,O,,,,,14.3,13.94,,5
AND_A01,89,Tetragastris panamensis,Burseraceae,296289.0618,9718118.863,O,,,,,15.7,14.76,,5
AND_A01,90,Pouteria guianensis,Sapotaceae,296284.7184,9718120.296,O,,,,,27.5,20.7,,5
AND_A01,91,Eriotheca globosa,Malvaceae,296287.2198,9718113.924,O,,,,,11.9,12.43,,5
AND_A01,92,Tetragastris panamensis,Burseraceae,296289.2077,9718115.268,O,,,,,11.4,12.11,,5
AND_A01,93,Tachigali myrmecophila,Fabaceae,296291.7297,9718116.86,O,,,,,11.9,12.43,,5
AND_A01,94,Tetragastris panamensis,Burseraceae,296292.8116,9718113.072,O,,,,,30.7,22.08,,5
AND_A01,95,,,296298.1774,9718105.0,O,,,,,14.0,13.75,True,5
AND_A01,96,,,296301.3745,9718103.767,O,,,,,10.3,11.36,True,5
AND_A01,97,,,296296.9922,9718101.518,O,,,,,19.1,16.64,True,5
AND_A01,98,,,296297.4366,9718102.981,O,,,,,10.4,11.43,True,5
AND_A01,99,Copaifera reticulata,Fabaceae,296293.1247,9718105.578,O,,,,,15.1,14.41,,5
AND_A01,100,Tetragastris panamensis,Burseraceae,296289.6351,9718103.745,O,,,,,13.7,13.57,,5
AND_A01,101,Simaba cedron,Simaroubaceae,296289.3747,9718104.356,O,,,,,10.4,11.43,,5
AND_A01,102,Lecythis idatimon,Lecythidaceae,296289.8201,9718104.564,O,,,,,18.2,16.16,,5
AND_A01,103,Jacaranda copaia,Bignoniaceae,296289.5996,9718101.321,O,,,,,14.9,14.29,,5
AND_A01,104,,,296294.9093,9718103.897,O,,,,,25.0,19.56,True,5
AND_A01,42,Himatanthus sucuuba,Euphorbiaceae,296411.0481,9717851.286,O,14.0,False,7.94,12.43,14.3,,False,7
AND_A01,43,Gustavia poeppigiana,Lecythidaceae,296396.4672,9717864.643,O,11.0,False,4.85,7.55,11.2,,False,7
AND_A01,44,Eschweilera coriacea,Lecythidaceae,296411.0459,9717852.934,O,11.0,False,7.85,11.91,,,True,7
AND_A01,45,Pouteria sp.,Sapotaceae,296410.4806,9717846.201,O,17.3,False,8.29,12.06,17.8,,False,7
AND_A01,46,Licania guianensis,Chrysobalanaceae,296413.9544,9717846.579,O,12.6,False,9.14,12.03,,,True,7
AND_A01,47,Euterpe oleracea,Arecaceae,296413.8624,9717842.644,P,12.2,False,14.31,17.95,,,True,7
AND_A01,48,Euterpe oleracea,Arecaceae,296413.0352,9717841.341,P,12.8,False,13.37,15.93,12.8,,False,7
AND_A01,49,Sterculia pruriens,Malvaceae,296415.0032,9717842.118,O,11.4,False,8.92,10.21,,,,7
AND_A01,50,Licania canescens,Chrysobalanaceae,296417.2235,9717834.195,O,12.7,False,13.37,16.77,,,True,7
AND_A01,51,Pouteria gongrijpii,Sapotaceae,296419.9323,9717832.741,O,22.1,False,20.88,25.17,23.6,,False,7
AND_A01,52,,,296419.0343,9717831.983,O,53.0,True,,21.54,,,True,7
AND_A01,53,Sagotia racemosa,Euphorbiaceae,296419.8155,9717831.319,O,11.6,False,9.02,11.65,,,True,7
AND_A01,54,Pseudopiptadenia suaveolens,Fabaceae,296405.4849,9717824.876,O,49.4,False,12.25,18.07,,,True,7
AND_A01,144,,,296398.0778,9717867.743,O,,,,,16.6,15.27,True,7
AND_A01,145,Eriotheca globosa,Malvaceae,296399.0383,9717861.806,O,,,,,13.0,13.14,,7
AND_A01,146,Brosimum acutifolium,Moraceae,296395.0878,9717863.363,O,,,,,11.3,12.04,,7
AND_A01,147,Cordia scabrifolia,Boraginaceae,296403.0211,9717858.338,O,,,,,18.5,16.32,,7
AND_A01,148,Eriotheca globosa,Malvaceae,296397.5561,9717858.05,O,,,,,12.3,12.69,,7
AND_A01,149,Vatairea sericea,Fabaceae,296396.6998,9717859.68,O,,,,,11.4,12.11,,7
AND_A01,150,Cecropia palmata,Urticaceae,296393.6371,9717857.082,O,,,,,27.6,20.74,,7
AND_A01,151,Pouteria sp.,Sapotaceae,296390.4225,9717859.705,O,,,,,11.5,12.17,,7
AND_A01,152,,,296397.709,9717853.033,O,,,,,14.5,14.06,,7
AND_A01,153,Protium paniculatum,Burseraceae,296405.8222,9717856.091,O,,,,,13.4,13.39,,7
AND_A01,154,Simaba cedron,Simaroubaceae,296407.0175,9717850.324,O,,,,,14.9,14.29,,7
AND_A01,155,,,296409.4874,9717851.173,O,,,,,15.4,14.59,True,7
AND_A01,156,Tetragastris panamensis,Burseraceae,296405.442,9717849.622,O,,,,,15.9,14.88,,7
AND_A01,157,Pouteria guianensis,Sapotaceae,296409.5013,9717848.064,O,,,,,22.2,18.22,,7
AND_A01,158,Euterpe oleracea,Arecaceae,296412.0006,9717848.447,P,,,,,11.0,11.84,,7
AND_A01,159,Licania guianensis,Chrysobalanaceae,296405.9107,9717844.62,O,,,,,21.8,18.02,,7
AND_A01,160,,,296403.2599,9717845.554,O,,,,,23.5,18.85,True,7
AND_A01,161,Tetragastris panamensis,Burseraceae,296405.2933,9717842.712,O,,,,,16.0,14.93,,7
AND_A01,162,Inga thibaudiana,Fabaceae,296408.4093,9717842.949,O,,,,,11.7,12.3,,7
AND_A01,163,Simaba cedron,Simaroubaceae,296412.7502,9717842.5,O,,,,,11.1,11.91,,7
AND_A01,164,Pouteria guianensis,Sapotaceae,296411.6725,9717839.823,O,,,,,13.5,13.45,,7
AND_A01,165,Euterpe oleracea,Arecaceae,296416.3543,9717839.137,P,,,,,10.8,11.7,,7
AND_A01,166,Euterpe oleracea,Arecaceae,296416.6093,9717838.652,P,,,,,10.9,11.77,,7
AND_A01,167,Tetragastris panamensis,Burseraceae,296413.5919,9717836.171,O,,,,,22.7,18.47,,7
AND_A01,168,Sterculia pruriens,Malvaceae,296412.6188,9717833.912,O,,,,,22.1,18.17,,7
AND_A01,169,,,296411.3316,9717831.223,O,,,,,23.6,18.9,True,7
AND_A01,170,,,296410.1004,9717834.182,O,,,,,16.1,14.99,True,7
AND_A01,171,,,296409.1419,9717837.445,O,,,,,20.5,17.37,True,7
AND_A01,55,Virola mollissima,Myristicaceae,296459.3875,9717733.699,O,26.2,False,19.09,25.7,29.0,,False,8
AND_A01,56,Sagotia racemosa,Euphorbiaceae,296463.8562,9717727.014,O,14.0,False,11.13,16.25,14.4,,False,8
AND_A01,57,Pourouma minor,Urticaceae,296460.4137,9717726.899,O,36.0,False,23.86,31.03,,,True,8
AND_A01,58,Minquartia guianensis,Olacaceae,296459.0427,9717725.172,O,50.2,False,18.22,25.59,,,True,8
AND_A01,59,Parkia sp.,Fabaceae,296463.0298,9717724.598,O,71.5,False,26.72,41.03,76.2,,False,8
AND_A01,60,Protium paniculatum,Burseraceae,296465.3638,9717722.898,O,24.9,False,19.89,26.76,,,True,8
AND_A01,61,Pourouma minor,Urticaceae,296469.9539,9717717.591,O,33.6,False,22.52,29.39,37.5,,False,8
