site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,htot_feldpausch
FN_A01,117,Zanthoxylum rhoifolium,Rutaceae,80.532.267.048.464,86.714.464.292.524,14.4,11.62,4.0,False,O,13.76
FN_A01,118,Tetragastris altissima,Burseraceae,805.324.451.583.864,867.144.787.372.324,24.4,15.94,9.87,False,O,19.5
FN_A01,119,Licania canescens,Chrysobalanaceae,80.532.504.643.368,86.714.495.034.088,12.2,10.2,4.03,False,O,12.25
FN_A01,120,Aniba parviflora,Lauraceae,805.326.612.022.661,867.145.398.312.633,40.8,18.01,12.15,False,O,26.35
FN_A01,121,Tetragastris altissima,Burseraceae,80.533.465.597.232,86.714.510.798.812,37.1,22.8,13.29,False,O,25.01
FN_A01,122,Aniba parviflora,Lauraceae,80.533.707.941.592,86.714.638.379.872,51.2,25.1,13.13,False,O,29.63
FN_A01,123,Casearia grandiflora,Salicaceae,805.318.469.951.152,867.146.976.530.032,16.4,17.92,12.61,False,O,15.04
FN_A01,124,Tetragastris altissima,Burseraceae,80.531.585.415.364,86.714.744.571.174,40.3,22.44,15.22,False,O,26.18
FN_A01,125,Protium paniculatum,Burseraceae,805.315.911.568.424,867.147.394.160.884,10.9,10.24,5.85,False,O,11.3
FN_A01,126,Helicostylis sp.,Moraceae,8.053.156.995.236,8.671.474.935.236,31.5,15.84,13.12,False,O,22.78
FN_A01,127,Ormosia coccinea,Fabaceae,805.315.274.863.136,867.147.692.219.776,17.7,13.3,5.5,False,O,15.83
FN_A01,128,,,805.328.618.924.248,867.148.215.676.668,49.1,5.44,,True,O,29.02
FN_A01,129,,,8.053.364.449.908,8.671.472.182.048,40.6,0.88,,True,O,26.28
FN_A01,130,Dipteryx odorata,Fabaceae,805.324.518.969.296,867.148.133.316.736,44.5,19.91,12.48,False,O,27.59
FN_A01,131,Neea oppositifolia,Nyctaginaceae,80.531.658.438.516,86.714.822.615.056,17.1,7.66,4.34,False,O,15.47
FN_A01,132,Virola michelii,Myristicaceae,805.316.780.170.497,867.148.265.896.682,18.3,14.55,10.59,False,O,16.19
FN_A01,133,Guatteria schomburgkiana,Annonaceae,805.311.021.640.696,867.148.270.760.236,20.4,14.7,8.98,False,O,17.39
FN_A01,134,Jacaranda copaia,Bignoniaceae,805.309.853.682.728,867.148.634.500.948,15.2,13.7,12.69,False,O,14.28
FN_A01,135,,,805.312.105.515.472,867.148.538.023.552,35.3,3.77,,True,O,24.32
FN_A01,136,Esenbeckia febrifuga,Rutaceae,805.309.632.957.008,867.149.303.091.328,35.0,15.73,10.04,False,O,24.21
FN_A01,137,Ormosia excelsa,Fabaceae,80.534.614.551.304,86.714.855.698.864,78.0,23.28,10.02,False,O,35.67
FN_A01,138,Aspidosperma excelsum,Apocynaceae,80.532.459.082.272,86.714.837.229.412,73.0,25.38,16.89,False,O,34.75
FN_A01,139,,,8.053.664.450.032,8.671.473.052.872,56.0,4.24,,True,O,30.93
FN_A01,140,Dipteryx odorata,Fabaceae,80.534.632.912.016,86.714.942.088.556,61.9,14.29,11.7,False,O,32.39
FN_A01,141,Erisma uncinatum,Vochysiaceae,80.527.876.393.676,867.158.904.282.424,23.0,15.19,9.77,False,O,18.79
FN_A01,142,Protium paniculatum,Burseraceae,80.527.735.596.576,867.159.352.273.344,24.5,15.98,9.6,False,O,19.55
FN_A01,143,Himatanthus sucuuba,Apocynaceae,80.527.558.486.596,867.159.555.483.304,42.3,29.28,17.92,False,O,26.87
FN_A01,144,Mucuna rostrata,Fabaceae,805.277.302.747.126,867.159.683.022.596,13.7,13.76,8.72,False,O,13.29
FN_A01,145,Calophyllum brasiliense,Calophyllaceae,8.052.753.331.024,86.715.991.267.296,32.4,22.72,11.78,False,O,23.15
FN_A01,146,Aspidosperma excelsum,Apocynaceae,8.052.803.858.952,86.716.022.923.728,86.4,31.68,24.27,False,O,37.07
FN_A01,147,Pouteria gongrijpii,Sapotaceae,8.052.812.535.138,86.716.110.840.212,35.3,17.53,8.79,False,O,24.32
FN_A01,148,,,8.052.798.067.362,86.716.122.117.108,91.0,3.84,,True,O,37.75
FN_A01,149,Jacaranda copaia,Bignoniaceae,80.526.876.590.094,867.161.450.788.156,19.4,17.81,16.51,False,O,16.83
FN_A01,150,Guatteria schomburgkiana,Annonaceae,805.283.673.020.952,867.160.293.054.373,11.4,14.37,6.58,False,O,11.67
FN_A01,151,Dipteryx odorata,Fabaceae,805.277.415.096,8.671.621.371.728,60.4,22.74,13.74,False,O,32.03
FN_A01,152,Copaifera reticulata,Fabaceae,8.052.795.240.128,86.716.265.499.392,50.5,22.55,14.81,False,O,29.43
FN_A01,153,,,805.277.603.998,86.716.289.609.736,78.0,5.26,,True,O,35.67
FN_A01,154,Esenbeckia febrifuga,Rutaceae,80.528.935.469.058,867.163.539.338.132,39.0,17.97,11.55,False,O,25.71
FN_A01,155,Ormosia excelsa,Fabaceae,8.052.873.088.178,86.716.453.716.692,48.9,22.69,16.58,False,O,28.96
FN_A01,156,Pouteria gongrijpii,Sapotaceae,8.052.899.676.752,86.716.462.217.888,35.1,22.88,13.65,False,O,24.25
FN_A01,157,,,80.529.043.145.436,867.164.531.660.424,54.5,19.72,,True,O,30.54
FN_A01,158,Erisma uncinatum,Vochysiaceae,80.529.206.934.272,867.164.373.921.328,46.0,26.23,15.64,False,O,28.07
FN_A01,159,Aspidosperma excelsum,Apocynaceae,8.053.074.597.184,86.716.405.467.216,47.4,19.29,11.53,False,O,28.51
FN_A01,160,Hymenaea courbaril,Fabaceae,8.053.037.633.208,86.716.371.891.312,71.4,35.06,19.42,False,O,34.43
FN_A01,161,Licania octandra,Chrysobalanaceae,8.053.056.605.468,86.716.326.251.352,35.2,17.09,8.09,False,O,24.28
FN_A01,162,Goupia glabra,Goupiaceae,80.530.057.333,867.163.502.562,38.0,16.27,9.28,False,O,25.35
FN_A01,163,Pouteria gongrijpii,Sapotaceae,80.529.538.346,86.716.224.778,50.0,23.69,16.6,False,O,29.28
FN_A01,164,Licania canescens,Chrysobalanaceae,8.053.074.195.324,86.716.258.998.376,46.5,25.58,14.6,False,O,28.23
FN_A01,165,Dialium guianense,Fabaceae,80.527.464.965,8.671.631.471.756,37.8,14.07,8.35,False,O,25.28
FN_A01,166,Ormosia excelsa,Fabaceae,8.052.646.889.536,86.716.258.395.984,50.0,24.13,12.94,False,O,29.28
FN_A01,167,Qualea paraensis,Vochysiaceae,8.052.786.894.864,86.716.124.601.088,55.4,20.22,13.49,False,O,30.77
FN_A01,168,Enterolobium schomburgkii,Fabaceae,80.528.679.527.776,867.161.276.786.784,54.8,26.7,21.29,False,O,30.62
FN_A01,169,Aniba parviflora,Lauraceae,805.296.314.397.016,867.159.825.458.942,55.9,23.36,12.29,False,O,30.91
FN_A01,170,Guatteria schomburgkiana,Annonaceae,80.523.018.397.688,86.717.309.484.456,11.1,19.49,11.23,False,O,11.45
FN_A01,171,,,80.523.233.953.948,86.717.356.613.836,15.8,17.67,11.0,False,O,14.66
FN_A01,172,Cordia goeldiana,Boraginaceae,805.225.722.790.872,867.174.133.010.264,11.6,16.43,13.2,False,O,11.82
FN_A01,173,Cordia scabrifolia,Boraginaceae,805.226.029.152.784,867.174.306.195.808,16.5,18.54,13.37,False,O,15.1
FN_A01,174,Byrsonima crispa,Malpighiaceae,805.225.773.527.113,867.174.341.286.443,24.0,17.45,12.96,False,O,19.3
FN_A01,175,Casearia grandiflora,Salicaceae,80.522.486.329.632,86.717.433.302.384,15.1,26.39,17.29,False,O,14.21
FN_A01,176,Jacaranda copaia,Bignoniaceae,8.052.261.956.366,8.671.747.581.792,28.3,20.79,17.48,False,O,21.37
FN_A01,177,Inga alba,Fabaceae,805.223.118.859.344,867.175.255.276.328,29.1,18.08,9.85,False,O,21.73
FN_A01,178,Inga sp.,Fabaceae,805.222.802.625.184,867.175.353.769.408,13.3,16.17,10.01,False,O,13.02
FN_A01,179,Zanthoxylum rhoifolium,Rutaceae,805.220.729.536.808,867.175.294.993.896,13.2,10.2,5.16,False,O,12.95
FN_A01,180,Protium paniculatum,Burseraceae,80.521.913.333.264,86.717.566.644.768,11.8,5.37,3.94,False,O,11.96
FN_A01,181,Cecropia palmata,Urticaceae,805.222.281.084.514,867.175.871.417.043,30.1,24.26,17.98,False,O,22.17
FN_A01,182,Esenbeckia febrifuga,Rutaceae,805.218.678.692.717,867.176.044.051.242,11.0,9.06,5.72,False,O,11.38
FN_A01,183,Ocotea cernua,Lauraceae,805.218.817.555.912,867.176.234.609.944,17.9,15.11,10.04,False,O,15.95
FN_A01,184,Schefflera morototoni,Araliaceae,80.521.433.288.992,86.717.703.215.104,15.5,16.26,13.21,False,O,14.47
FN_A01,185,Sloanea guianensis,Elaeocarpaceae,805.214.016.914.064,867.177.130.698.968,10.4,9.5,5.76,False,O,10.93
FN_A01,186,Cecropia ficifolia,Urticaceae,80.521.053.838.712,86.717.766.658.344,23.7,19.34,7.69,False,O,19.15
FN_A01,187,Vochysia guianensis,Vochysiaceae,80.523.769.930.416,86.717.806.560.992,41.7,25.35,18.63,False,O,26.66
FN_A01,188,Ormosia excelsa,Fabaceae,8.052.460.841.584,8.671.768.006.408,53.8,28.76,19.78,False,O,30.35
FN_A01,189,Tetragastris altissima,Burseraceae,8.052.427.007.848,8.671.755.814.576,36.8,25.01,15.56,False,O,24.9
FN_A01,190,Ormosia excelsa,Fabaceae,8.052.521.865.724,8.671.786.824.688,35.5,29.73,12.99,False,O,24.4
FN_A01,191,Aniba parviflora,Lauraceae,80.523.423.412.624,86.717.838.861.088,68.0,29.73,12.99,False,O,33.74
FN_A01,1,Tapirira guianensis,Anacardiaceae,805.184.073.955.648,867.124.300.918.176,11.7,12.0,10.5,False,O,11.89
FN_A01,2,Qualea paraensis,Vochysiaceae,805.183.074.632.816,867.124.563.620.592,47.4,26.09,18.58,False,O,28.51
FN_A01,3,Inga sp.,Fabaceae,805.181.025.632.176,867.124.827.456.112,14.3,15.29,10.81,False,O,13.69
FN_A01,4,Tapirira guianensis,Anacardiaceae,805.180.300.056.892,867.125.017.412.704,17.0,16.54,10.32,False,O,15.41
FN_A01,5,Ocotea cernua,Lauraceae,805.179.885.442.444,867.125.125.959.328,15.1,15.6,10.55,False,O,14.21
FN_A01,6,Protium paniculatum,Burseraceae,805.177.489.903.631,867.125.780.887.339,20.4,14.38,10.27,False,O,17.39
FN_A01,7,Qualea paraensis,Vochysiaceae,805.176.603.078.064,867.125.985.286.768,64.5,35.63,21.55,False,O,32.98
FN_A01,8,Inga sp.,Fabaceae,80.517.230.100.471,86.712.697.022.052,12.6,13.51,8.84,False,O,12.53
FN_A01,9,Protium paniculatum,Burseraceae,805.171.875.563.816,867.127.109.649.392,10.8,11.66,6.68,False,O,11.23
FN_A01,10,Neea oppositifolia,Nyctaginaceae,80.517.190.411.432,86.712.721.548.184,38.5,26.32,13.4,False,O,25.53
FN_A01,11,,,80.517.240.155.848,86.712.765.550.376,22.6,9.03,,True,O,18.58
FN_A01,12,,,805.172.332.823.256,867.127.673.647.472,13.1,6.02,,True,O,12.88
FN_A01,13,Tetragastris altissima,Burseraceae,805.187.967.109.524,867.127.558.801.688,37.1,18.03,10.18,False,O,25.01
FN_A01,14,Ormosia excelsa,Fabaceae,80.518.656.132.008,86.712.644.506.496,66.1,26.59,18.38,False,O,33.33
FN_A01,15,,,805.191.131.472.988,867.125.478.761.056,50.8,30.18,,True,O,29.51
FN_A01,16,Parkia pendula,Fabaceae,8.051.959.912.048,8.671.258.677.076,55.0,26.19,14.91,False,O,30.67
FN_A01,17,Trattinnickia burserifolia,Burseraceae,8.052.234.655.256,8.671.256.404.892,46.9,32.1,16.73,False,O,28.35
FN_A01,18,Qualea paraensis,Vochysiaceae,8.052.127.469.752,8.671.273.816.744,49.1,25.71,13.1,False,O,29.02
FN_A01,19,Jacaranda copaia,Bignoniaceae,805.215.968.564,8671296.87,40.0,25.52,19.58,False,O,26.07
FN_A01,20,Cecropia palmata,Urticaceae,80.513.711.349.684,867.138.306.075,22.3,20.02,17.11,False,O,18.42
FN_A01,21,Schefflera morototoni,Araliaceae,80.513.706.930.536,8.671.385.077.704,19.0,27.19,20.35,False,O,16.6
FN_A01,22,Schefflera morototoni,Araliaceae,805.139.423.882.446,86.713.850.986.467,17.2,20.47,16.64,False,O,15.53
FN_A01,23,Schefflera morototoni,Araliaceae,805.138.779.442.312,86.713.858.877.724,13.5,21.64,15.92,False,O,13.15
FN_A01,24,Schefflera morototoni,Araliaceae,80.513.685.853.154,8.671.385.569.085,11.7,20.6,18.64,False,O,11.89
FN_A01,25,Schefflera morototoni,Araliaceae,8.051.373.367.944,8.671.386.856.512,15.2,20.23,17.71,False,O,14.28
FN_A01,26,Nectandra cuspidata,Lauraceae,805.138.596.165.248,86.713.887.371.536,14.3,19.41,12.23,False,O,13.69
FN_A01,27,,,8.051.340.245.763,8.671.390.244.315,10.1,12.63,,True,O,10.7
FN_A01,28,Guatteria schomburgkiana,Annonaceae,8.051.338.130.064,867.139.073.634,10.0,18.18,10.12,False,O,10.62
FN_A01,29,Endlicheria ruforamula,Lauraceae,8.051.330.371.744,867.139.496.352,16.0,21.83,14.73,False,O,14.79
FN_A01,30,Poeppigia procera,Fabaceae,80.513.008.937.616,867.139.939.598,13.4,13.84,8.36,False,O,13.08
FN_A01,31,Neea oppositifolia,Nyctaginaceae,805.133.711.461,867.140.072.451,36.4,18.79,8.66,False,O,24.75
FN_A01,32,Goupia glabra,Goupiaceae,8.051.360.822.872,867.140.254.608,42.5,24.88,14.4,False,O,26.93
FN_A01,33,,,80.513.955.379.666,8.671.401.744.525,35.7,21.66,14.65,True,O,24.48
FN_A01,34,Pouteria gongrijpii,Sapotaceae,805.149.523.696.284,86.713.999.813.378,42.9,24.54,15.06,False,O,27.07
FN_A01,35,Bowdichia nitida,Fabaceae,8.051.246.141.824,867.141.461.232,38.1,29.47,20.41,False,O,25.39
FN_A01,36,Heisteria densifrons,Olacaceae,80.512.498.389.044,8.671.416.244.262,12.7,7.07,4.5,False,O,12.6
FN_A01,37,Guatteria schomburgkiana,Annonaceae,80.512.298.062.752,867.141.592.802,12.2,14.08,9.55,False,O,12.25
FN_A01,38,Pouteria gongrijpii,Sapotaceae,8.051.263.743.632,867.142.052.744,45.1,31.12,21.68,False,O,27.79
FN_A01,39,Ormosia excelsa,Fabaceae,80.513.602.979.548,867.141.555.564,89.0,39.59,21.44,False,O,37.46
FN_A01,40,Inga alba,Fabaceae,8.051.181.568.338,867.142.714.619,14.3,18.08,12.17,False,O,13.69
FN_A01,41,Qualea paraensis,Vochysiaceae,805.133.887.344,867.141.280.432,46.2,28.82,21.36,False,O,28.14
FN_A01,42,Qualea paraensis,Vochysiaceae,8.051.397.132.642,867.142.187.679,85.7,30.28,21.49,False,O,36.96
FN_A01,43,Licania octandra,Chrysobalanaceae,805.129.593.823,867.142.565.289,37.9,27.75,13.07,False,O,25.31
FN_A01,44,Goupia glabra,Goupiaceae,805.166.622.657,867.143.493.591,38.2,27.44,17.49,False,O,25.42
FN_A01,45,Tetragastris altissima,Burseraceae,8.051.348.593.248,867.142.591.444,48.8,22.85,16.52,False,O,28.93
FN_A01,46,Pouteria gongrijpii,Sapotaceae,8.051.215.419.522,867.141.927.379,41.0,27.19,16.62,False,O,26.42
FN_A01,47,Pouteria gongrijpii,Sapotaceae,8.051.262.987.808,867.141.068.256,38.0,25.46,15.41,False,O,25.35
FN_A01,48,Qualea paraensis,Vochysiaceae,8.051.314.528.314,867.141.103.427,36.3,24.7,15.92,False,O,24.71
FN_A01,49,Sloanea guianensis,Elaeocarpaceae,80.508.596.658.504,8.671.525.127.054,12.1,13.79,8.27,False,O,12.18
FN_A01,50,Schefflera morototoni,Araliaceae,805.084.617.061.328,86.715.296.287.428,18.3,18.0,13.1,False,O,16.19
FN_A01,51,Endlicheria ruforamula,Lauraceae,805.086.177.492.829,867.153.444.471.088,11.8,13.09,8.39,False,O,11.96
FN_A01,52,,,8.050.809.792.148,867.154.176.373,47.2,23.07,,True,O,28.45
FN_A01,53,Endlicheria ruforamula,Lauraceae,805.079.747.040.976,86.715.458.739.676,19.5,16.31,10.28,False,O,16.88
FN_A01,54,Tetragastris altissima,Burseraceae,805.083.471.886.005,867.154.696.588.848,12.0,14.94,10.22,False,O,12.11
FN_A01,55,Inga alba,Fabaceae,8.050.832.837.732,867.154.829.572,12.7,14.89,10.41,False,O,12.6
FN_A01,56,Inga alba,Fabaceae,80.507.907.227.912,8.671.548.124.812,13.2,21.11,13.4,False,O,12.95
FN_A01,57,Xylopia nitida,Annonaceae,805.080.451.840.235,867.154.991.443.552,18.4,19.34,14.02,False,O,16.25
FN_A01,58,Inga alba,Fabaceae,805.079.259.593.296,86.715.567.016.896,15.2,21.54,17.74,False,O,14.28
FN_A01,59,Pouteria gongrijpii,Sapotaceae,80.507.991.500.936,8.671.559.453.356,39.3,16.69,12.14,False,O,25.82
FN_A01,60,Pouteria gongrijpii,Sapotaceae,80.508.000.366.104,8.671.559.159.734,12.5,9.02,7.18,False,O,12.46
FN_A01,61,Goupia glabra,Goupiaceae,80.508.148.935.296,8.671.560.558.496,46.6,30.5,19.06,False,O,28.26
FN_A01,62,Trattinnickia burserifolia,Burseraceae,805.077.230.709.824,86.715.648.421.824,15.6,13.59,9.49,False,O,14.54
FN_A01,63,Schefflera morototoni,Araliaceae,80.507.423.159.624,8.671.564.272.174,21.7,21.48,17.59,False,O,18.1
FN_A01,64,Casearia grandiflora,Salicaceae,8.050.736.448.468,867.156.622.943,16.8,21.78,16.12,False,O,15.29
FN_A01,65,Qualea paraensis,Vochysiaceae,805.107.526.938.128,86.715.757.595.928,49.2,25.87,19.04,False,O,29.05
FN_A01,66,Dipteryx odorata,Fabaceae,80.511.000.180.808,8.671.578.640.308,80.0,30.22,14.37,False,O,36.02
FN_A01,67,Vochysia guianensis,Vochysiaceae,8.051.206.094.684,867.157.212.484,44.8,22.28,13.5,False,O,27.69
FN_A01,68,Tetragastris altissima,Burseraceae,8.051.092.433.092,867.156.769.262,70.3,32.81,20.92,False,O,34.21
FN_A01,69,Qualea paraensis,Vochysiaceae,8.051.050.392.732,867.156.752.132,65.8,34.39,11.57,False,O,33.27
FN_A01,70,Pouteria gongrijpii,Sapotaceae,80.512.344.449.664,8.671.560.078.464,38.5,18.47,11.73,False,O,25.53
FN_A01,71,,,80.511.057.024.457,867.153.908.008.296,38.0,9.8,,True,O,25.35
FN_A01,72,Ormosia excelsa,Fabaceae,80.510.347.000.564,8.671.534.883.684,85.0,36.35,23.55,False,O,36.85
FN_A01,73,Quiina florida,Ochnaceae,80.504.086.696.072,86.716.665.577.698,13.1,10.63,5.83,False,O,12.88
FN_A01,74,Qualea paraensis,Vochysiaceae,80.504.096.029.666,86.716.665.824.269,14.8,17.14,11.07,False,O,14.02
FN_A01,75,Endlicheria ruforamula,Lauraceae,80.504.161.404.256,86.716.679.561.934,11.4,,,False,O,11.67
FN_A01,76,Pouteria gongrijpii,Sapotaceae,805.037.975.821.744,867.166.669.192.616,14.2,15.32,9.65,False,O,13.62
FN_A01,77,Inga alba,Fabaceae,805.039.098.291.184,867.166.938.818.776,10.4,12.15,8.42,False,O,10.93
FN_A01,78,Inga alba,Fabaceae,80.503.670.776.548,86.716.689.495.472,14.8,14.53,8.21,False,O,14.02
FN_A01,79,Esenbeckia febrifuga,Rutaceae,80.503.563.178.448,86.716.766.574.272,15.5,15.61,8.78,False,O,14.47
FN_A01,80,Dipteryx odorata,Fabaceae,805.040.682.711.559,867.168.237.223.839,57.1,14.04,6.06,False,O,31.21
FN_A01,81,Jacaranda copaia,Bignoniaceae,80.503.315.865.104,86.716.839.920.256,15.7,14.92,11.87,False,O,14.6
FN_A01,82,Schefflera morototoni,Araliaceae,805.031.989.140.048,867.168.446.567.072,15.7,19.66,14.36,False,O,14.6
FN_A01,83,,,805.030.878.209.424,867.168.776.389.136,20.2,20.44,15.39,True,O,17.28
FN_A01,84,Inga sp.,Fabaceae,80.503.084.735.024,86.716.878.555.086,17.4,9.51,,False,O,15.65
FN_A01,85,Jacaranda copaia,Bignoniaceae,8.050.343.726.076,8.671.689.363.814,20.1,10.57,6.54,False,O,17.22
FN_A01,86,,,805.030.936.065.568,867.168.938.769.152,12.5,9.21,,True,O,12.46
FN_A01,87,,,805.030.353.603.296,867.168.932.138.444,19.0,8.03,,True,O,16.6
FN_A01,88,Inga sp.,Fabaceae,805.032.821.632.515,867.169.335.336.973,14.8,22.29,11.41,False,O,14.02
FN_A01,89,Qualea paraensis,Vochysiaceae,805.030.282.626.817,867.169.282.009.926,23.6,14.33,8.25,False,O,19.1
FN_A01,90,Inga alba,Fabaceae,80.502.697.581.744,86.717.023.285.216,10.0,14.53,8.55,False,O,10.62
FN_A01,91,Bellucia grossularioides,Melastomataceae,80.502.602.930.904,86.717.081.057.256,21.2,18.62,14.53,False,O,17.83
FN_A01,92,Nectandra cuspidata,Lauraceae,80.502.762.843.856,86.717.093.013.834,11.0,16.96,11.26,False,O,11.38
FN_A01,93,Tetragastris altissima,Burseraceae,8.050.748.287.732,8.671.689.472.348,73.1,34.7,21.08,False,O,34.77
FN_A01,94,Ormosia excelsa,Fabaceae,80.503.367.029.304,86.717.033.135.156,60.0,38.29,26.25,False,O,31.94
