site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2016,dead_2016,hcom_2016,htot_2016,dbh_2018,dead_2018,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
SAN_A01b,044a,Ocotea cernua,Lauraceae,736768.6073,9668146.436,O,16.8,False,,,17.5,False,3,15.71,16.8,False,O,15.71,feldpausch,74.0854,74.0854,0.4535,56.3737
SAN_A01b,045a,,,736785.6137,9668141.8,L,,,,,10.5,False,3,11.0,,False,L,11.0,feldpausch,,,0.6965,
SAN_A01b,001a,Pouteria reticulata,Sapotaceae,736646.5736,9668385.721,O,23.2,False,16.42,24.51,23.2,False,4,18.89,23.2,False,O,24.51,measured,214.7298,214.7298,0.794,282.2549
SAN_A01b,001b,Copaifera reticulata,Fabaceae,736635.5791,9668378.711,O,38.4,False,,,38.9,False,4,25.68,38.4,False,O,25.68,feldpausch,600.9523,600.9523,0.6075,608.2828
SAN_A01b,002a,Minquartia guianensis,Olacaceae,736648.0632,9668381.437,O,29.5,False,,,30.0,False,4,22.13,29.5,False,O,22.13,feldpausch,310.6384,310.6384,0.7867,404.6662
SAN_A01b,002b,Pouteria guianensis,Sapotaceae,736631.4332,9668371.763,O,40.4,False,,,,True,4,,40.4,False,O,,feldpausch,,,0.9295,
SAN_A01b,003a,Pouteria gongrijpii,Sapotaceae,736651.7312,9668388.843,O,25.8,False,,,26.2,False,4,20.38,25.8,False,O,20.38,feldpausch,220.661,220.661,0.7994,291.9764
SAN_A01b,003b,Cassia fastuosa,Fabaceae,736630.5883,9668362.653,O,45.0,False,,,,True,4,,45.0,False,O,,feldpausch,,,0.805,
SAN_A01b,004a,Lecythis idatimon,Lecythidaceae,736655.169,9668389.102,O,12.7,False,,,13.1,False,4,12.88,12.7,False,O,12.88,feldpausch,35.3479,35.3479,0.7986,46.7246
SAN_A01b,004b,Pouteria guianensis,Sapotaceae,736636.2568,9668360.913,O,47.0,False,,,48.8,False,4,28.93,47.0,False,O,28.93,feldpausch,1001.548,1001.548,0.9295,1535.3506
SAN_A01b,005a,Goupia glabra,Goupiaceae,736656.7108,9668387.677,O,71.0,False,,,70.0,False,4,34.15,71.0,False,O,34.15,feldpausch,2634.5492,2634.5492,0.7272,3178.3198
SAN_A01b,005b,Manilkara bidentata,Sapotaceae,736651.3381,9668355.889,O,39.6,False,15.68,25.34,39.9,False,4,26.04,39.6,False,O,25.34,measured,629.9077,629.9077,0.8729,908.2363
SAN_A01b,006a,Eschweilera coriacea,Lecythidaceae,736654.0263,9668383.421,O,24.4,False,,,24.8,False,4,19.7,24.4,False,O,19.7,feldpausch,191.4453,191.4453,0.8521,269.5998
SAN_A01b,006b,,,736650.8478,9668352.446,O,38.4,False,17.78,24.09,37.5,False,4,25.16,38.4,False,O,24.09,measured,564.6092,564.6092,0.6965,653.0608
SAN_A01b,007a,Lecythis idatimon,Lecythidaceae,736653.0625,9668377.313,O,12.0,False,,,12.7,False,4,12.6,12.0,False,O,12.6,feldpausch,30.9731,30.9731,0.7986,40.9418
SAN_A01b,007b,Nectandra cuspidata,Lauraceae,736650.8489,9668343.627,O,38.8,False,,,40.3,False,4,26.18,38.8,False,O,26.18,feldpausch,624.8828,624.8828,0.518,541.3882
SAN_A01b,008a,Tetragastris panamensis,Burseraceae,736651.2226,9668374.42,O,21.0,False,,,21.3,False,4,17.88,21.0,False,O,17.88,feldpausch,129.9402,129.9402,0.7173,154.6862
SAN_A01b,008b,,,736630.9366,9668328.389,O,42.5,True,,,,True,4,,42.5,True,O,,feldpausch,,,0.6965,
SAN_A01b,009a,Theobroma subincanum,Malvaceae,736656.3811,9668377.857,O,11.6,False,,,,True,4,,11.6,False,O,,feldpausch,,,0.47,
SAN_A01b,009b,Inga alba,Fabaceae,736632.5529,9668347.569,O,54.8,False,22.36,31.65,57.0,False,4,31.19,54.8,False,O,31.65,measured,1475.452,1475.452,0.5861,1442.1084
SAN_A01b,010a,Sacoglottis guianensis,Humiriaceae,736660.696,9668380.685,O,14.4,False,,,14.4,False,4,13.76,14.4,False,O,13.76,feldpausch,48.181,48.181,0.8359,66.5888
SAN_A01b,010b,Tetragastris altissima,Burseraceae,736626.3332,9668366.308,O,58.7,False,25.7,38.52,61.3,False,4,32.25,58.7,False,O,38.52,measured,2043.9585,2043.9585,0.7079,2401.8361
SAN_A01b,011a,Pouteria gongrijpii,Sapotaceae,736658.8598,9668375.914,O,44.6,False,,,13.3,False,4,13.02,44.6,False,O,13.02,feldpausch,414.7846,414.7846,0.7994,548.8388
SAN_A01b,011b,Pouteria gongrijpii,Sapotaceae,736624.2631,9668370.239,O,42.0,False,,,42.3,False,4,26.87,42.0,False,O,26.87,feldpausch,748.1842,748.1842,0.7994,989.9898
SAN_A01b,012a,Eschweilera coriacea,Lecythidaceae,736653.2496,9668369.167,O,16.0,False,,,16.5,False,4,15.1,16.0,False,O,15.1,feldpausch,64.8014,64.8014,0.8521,91.2555
SAN_A01b,012b,Pouteria guianensis,Sapotaceae,736625.0805,9668372.951,O,38.7,False,,,39.6,False,4,25.93,38.7,False,O,25.93,feldpausch,615.9476,615.9476,0.9295,944.2338
SAN_A01b,013a,Licania octandra,Chrysobalanaceae,736661.2521,9668368.293,O,10.9,False,,,17.8,False,4,15.89,10.9,False,O,15.89,feldpausch,32.1969,32.1969,0.825,43.9337
SAN_A01b,014a,Pouteria gongrijpii,Sapotaceae,736665.9543,9668373.826,O,12.5,False,,,13.7,False,4,13.29,12.5,False,O,13.29,feldpausch,35.3337,35.3337,0.7994,46.7532
SAN_A01b,015a,Manilkara huberi,Sapotaceae,736665.4946,9668367.573,O,32.5,False,20.89,31.4,34.1,False,4,23.85,32.5,False,O,31.4,measured,528.0321,528.0321,0.9214,802.5451
SAN_A01b,016a,Licania guianensis,Chrysobalanaceae,736658.5497,9668362.611,O,13.0,False,,,13.5,False,4,13.15,13.0,False,O,13.15,feldpausch,37.7528,37.7528,0.8165,50.9965
SAN_A01b,017a,Tetragastris panamensis,Burseraceae,736659.031,9668361.836,O,26.3,False,,,,True,4,,26.3,False,O,,feldpausch,,,0.7173,
SAN_A01b,018a,Eschweilera parviflora,Lecythidaceae,736659.8863,9668361.473,O,17.4,False,,,18.1,False,4,16.07,17.4,False,O,16.07,feldpausch,81.1119,81.1119,0.918,122.8409
SAN_A01b,019a,Pouteria guianensis,Sapotaceae,736669.9128,9668362.728,O,17.5,False,,,18.3,False,4,16.19,17.5,False,O,16.19,feldpausch,82.622,82.622,0.9295,126.6577
SAN_A01b,020a,Minquartia guianensis,Olacaceae,736673.4386,9668362.658,O,17.1,False,,,16.6,False,4,15.16,17.1,False,O,15.16,feldpausch,74.0682,74.0682,0.7867,96.488
SAN_A01b,021a,Pouteria gongrijpii,Sapotaceae,736674.7177,9668360.323,O,34.0,False,,,33.9,False,4,23.77,34.0,False,O,23.77,feldpausch,439.4526,439.4526,0.7994,581.4792
SAN_A01b,022a,Pouteria reticulata,Sapotaceae,736672.3417,9668358.993,O,41.8,False,21.42,28.94,41.7,False,4,26.66,41.8,False,O,28.94,measured,796.9285,796.9285,0.794,1047.535
SAN_A01b,023a,,,736675.2637,9668356.509,O,11.3,False,,,11.4,False,4,11.67,11.3,False,O,11.67,feldpausch,25.5582,25.5582,0.6965,29.5622
SAN_A01b,024a,Lecythis lurida,Lecythidaceae,736678.8504,9668354.045,O,55.5,False,23.47,42.56,57.0,False,4,31.19,55.5,False,O,42.56,measured,2019.4178,2019.4178,0.8633,2880.4529
SAN_A01b,025a,,,736677.3047,9668353.386,L,12.2,False,,,13.6,False,4,13.22,12.2,False,L,13.22,feldpausch,33.5241,33.5241,0.6965,38.776
SAN_A01b,026a,Eschweilera micrantha,Lecythidaceae,736672.9907,9668349.873,O,25.6,False,,,26.2,False,4,20.38,25.6,False,O,20.38,feldpausch,217.3344,217.3344,0.86,308.8327
SAN_A01b,027a,Protium paniculatum,Burseraceae,736668.1229,9668347.182,O,12.4,False,,,12.7,False,4,12.6,12.4,False,O,12.6,feldpausch,33.0203,33.0203,0.49,27.098
SAN_A01b,028a,Minquartia guianensis,Olacaceae,736679.4549,9668348.055,O,59.0,False,12.55,23.61,59.7,False,4,31.86,59.0,False,O,23.61,measured,1280.2816,1280.2816,0.7867,1667.8128
SAN_A01b,029a,Pouteria gongrijpii,Sapotaceae,736676.2837,9668346.787,O,59.8,False,17.63,35.33,60.0,False,4,31.94,59.8,False,O,35.33,measured,1947.9132,1947.9132,0.7994,2577.4591
SAN_A01b,030a,Tetragastris panamensis,Burseraceae,736662.8401,9668342.981,O,15.8,False,,,16.0,False,4,14.79,15.8,False,O,14.79,feldpausch,61.9624,61.9624,0.7173,73.7626
SAN_A01b,031a,,,736659.7864,9668345.917,O,87.0,False,24.77,44.41,89.4,False,4,37.52,87.0,False,O,44.41,measured,5062.249,5062.249,0.6965,5855.3
SAN_A01b,032a,,,736657.2736,9668348.628,O,29.1,False,,,29.5,False,4,21.91,29.1,False,O,21.91,feldpausch,299.5344,299.5344,0.6965,346.4595
SAN_A01b,033a,Lecythis idatimon,Lecythidaceae,736653.7943,9668353.855,O,11.1,False,,,11.6,False,4,11.82,11.1,False,O,11.82,feldpausch,24.9923,24.9923,0.7986,33.0361
SAN_A01b,034a,Protium paniculatum,Burseraceae,736664.0613,9668351.645,O,16.0,False,,,17.4,False,4,15.65,16.0,False,O,15.65,feldpausch,67.1041,67.1041,0.49,55.0687
SAN_A01b,035a,Miconia poeppigii,Melastomataceae,736665.9301,9668350.716,O,10.6,False,,,10.8,False,4,11.23,10.6,False,O,11.23,feldpausch,21.7284,21.7284,0.5967,21.6106
SAN_A01b,036a,Caryocar glabrum,Caryocaraceae,736658.1118,9668359.24,O,15.9,False,,,16.3,False,4,14.98,15.9,False,O,14.98,feldpausch,63.5166,63.5166,0.6536,69.0459
SAN_A01b,037a,,,736651.2695,9668360.209,O,67.7,True,,,,True,4,,67.7,True,O,,feldpausch,,,0.6965,
SAN_A01b,038a,Eschweilera coriacea,Lecythidaceae,736653.2417,9668365.158,O,10.7,False,,,10.9,False,4,11.3,10.7,False,O,11.3,feldpausch,22.265,22.265,0.8521,31.3543
SAN_A01b,039a,Licania guianensis,Chrysobalanaceae,736650.2345,9668372.079,O,52.4,False,23.88,31.48,53.5,False,4,30.27,52.4,False,O,31.48,measured,1344.8605,1344.8605,0.8165,1816.6369
SAN_A01b,040a,Lecythis idatimon,Lecythidaceae,736646.7377,9668375.819,O,12.7,False,,,13.0,False,4,12.81,12.7,False,O,12.81,feldpausch,35.1604,35.1604,0.7986,46.4768
SAN_A01b,041a,Micrandra minor,Euphorbiaceae,736646.3822,9668374.429,O,47.7,False,19.6,36.43,49.0,False,4,28.99,47.7,False,O,36.43,measured,1290.9598,1290.9598,0.41,890.2544
SAN_A01b,042a,Pouteria gongrijpii,Sapotaceae,736642.9612,9668376.141,O,21.6,False,,,21.5,False,4,17.99,21.6,False,O,17.99,feldpausch,138.1099,138.1099,0.7994,182.7456
SAN_A01b,043a,Eschweilera coriacea,Lecythidaceae,736642.5751,9668382.642,O,65.0,False,22.84,35.65,65.2,False,4,33.14,65.0,False,O,35.65,measured,2312.4783,2312.4783,0.8521,3256.511
SAN_A01b,044a,,,736642.315,9668383.068,L,14.0,False,,,14.3,False,4,13.69,14.0,False,L,13.69,feldpausch,45.3766,45.3766,0.6965,52.4853
SAN_A01b,045a,Lacunaria jenmanii,Ochnaceae,736641.2788,9668382.843,O,11.6,False,,,11.9,False,4,12.03,11.6,False,O,12.03,feldpausch,27.7091,27.7091,0.8043,36.8852
SAN_A01b,046a,,,736640.0423,9668382.954,L,14.7,False,,,15.2,False,4,14.28,14.7,False,L,14.28,feldpausch,52.009,52.009,0.6965,60.1568
SAN_A01b,047a,,,736639.7377,9668381.907,L,13.0,False,,,13.7,False,4,13.29,13.0,False,L,13.29,feldpausch,38.1451,38.1451,0.6965,44.1209
SAN_A01b,048a,Zygia racemosa,Fabaceae,736654.2603,9668364.911,O,,,,,10.2,False,4,10.78,,False,O,10.78,feldpausch,,,0.748,
SAN_A01b,049a,Rinorea guianensis,Violaceae,736657.6946,9668371.538,O,,,,,10.1,False,4,10.7,,False,O,10.7,feldpausch,,,0.78,
SAN_A01b,050a,Pouteria gongrijpii,Sapotaceae,736661.8231,9668362.216,O,,,,,10.0,False,4,10.62,,False,O,10.62,feldpausch,,,0.7994,
SAN_A01b,051a,,,736664.6811,9668375.569,L,,,,,10.0,False,4,10.62,,False,L,10.62,feldpausch,,,0.6965,
SAN_A01b,052a,Luehea speciosa,Malvaceae,736668.3058,9668359.643,O,,,,,36.6,False,4,24.82,,False,O,24.82,feldpausch,,,0.5766,
SAN_A01b,001a,Rinorea guianensis,Violaceae,736531.4458,9668608.223,O,17.1,False,6.23,13.99,17.7,False,5,15.83,17.1,False,O,13.99,measured,68.4837,68.4837,0.78,88.47
SAN_A01b,001b,Protium hebetatum,Burseraceae,736514.3737,9668601.693,O,39.2,False,,,43.3,False,5,27.2,39.2,False,O,27.2,feldpausch,661.7506,661.7506,0.5773,637.3138
SAN_A01b,002a,Protium paniculatum,Burseraceae,736528.635,9668604.919,O,10.8,False,,,11.8,False,5,11.96,10.8,False,O,11.96,feldpausch,23.9646,23.9646,0.49,19.6664
SAN_A01b,002b,Eschweilera apiculata,Lecythidaceae,736513.4993,9668597.701,O,42.7,False,,,43.4,False,5,27.23,42.7,False,O,27.23,feldpausch,782.8209,782.8209,0.8314,1076.2585
SAN_A01b,003a,Aniba parviflora,Lauraceae,736532.7356,9668601.226,O,57.8,False,14.14,23.91,60.9,False,5,32.15,57.8,False,O,23.91,measured,1245.1954,1245.1954,0.54,1123.5132
SAN_A01b,003b,Geissospermum sericeum,Apocynaceae,736515.1573,9668595.276,O,42.3,False,,,41.4,False,5,26.56,42.3,False,O,26.56,feldpausch,750.1078,750.1078,0.7823,971.8483
SAN_A01b,004a,,,736533.5871,9668601.671,O,10.2,True,,,,True,5,,10.2,True,O,,feldpausch,,,0.6965,
SAN_A01b,004b,Pouteria guianensis,Sapotaceae,736515.772,9668585.053,O,39.3,False,,,39.5,False,5,25.89,39.3,False,O,25.89,feldpausch,633.7702,633.7702,0.9295,971.5555
SAN_A01b,005a,Pouteria sp.,Sapotaceae,736534.3516,9668602.297,O,10.7,False,,,10.8,False,5,11.23,10.7,False,O,11.23,feldpausch,22.1304,22.1304,0.7187,26.3949
SAN_A01b,005b,Eschweilera apiculata,Lecythidaceae,736527.6455,9668586.093,O,38.5,False,,,38.8,False,5,25.64,38.5,False,O,25.64,feldpausch,603.0926,603.0926,0.8314,829.1597
SAN_A01b,006a,Rinorea guianensis,Violaceae,736536.6221,9668604.28,O,18.1,False,,,18.0,False,5,16.01,18.1,False,O,16.01,feldpausch,87.2841,87.2841,0.78,112.7571
SAN_A01b,006b,Tachigali myrmecophila,Fabaceae,736527.0407,9668580.8,O,47.0,False,17.22,27.01,49.3,False,5,29.08,47.0,False,O,27.01,measured,936.6206,936.6206,0.476,747.1924
SAN_A01b,007a,Rinorea guianensis,Violaceae,736536.751,9668595.325,O,12.5,False,,,12.5,False,5,12.46,12.5,False,O,12.46,feldpausch,33.1783,33.1783,0.78,42.8611
SAN_A01b,007b,Pouteria gongrijpii,Sapotaceae,736503.3708,9668578.781,O,48.6,False,,,50.3,False,5,29.37,48.6,False,O,29.37,feldpausch,1085.048,1085.048,0.7994,1435.7245
SAN_A01b,008a,Rinorea guianensis,Violaceae,736533.3633,9668593.934,O,16.0,False,,,15.9,False,5,14.73,16.0,False,O,14.73,feldpausch,63.2512,63.2512,0.78,81.7104
SAN_A01b,008b,Maytenus myrsinoides,Celastraceae,736519.0146,9668583.548,O,38.0,False,12.62,24.1,38.0,False,5,25.35,38.0,False,O,24.1,measured,553.4099,553.4099,0.75,688.0675
SAN_A01b,009a,Eschweilera coriacea,Lecythidaceae,736540.0571,9668594.762,O,16.4,False,,,16.6,False,5,15.16,16.4,False,O,15.16,feldpausch,68.265,68.265,0.8521,96.1332
SAN_A01b,009b,Geissospermum sericeum,Apocynaceae,736503.265,9668582.617,O,36.9,False,,,37.0,False,5,24.98,36.9,False,O,24.98,feldpausch,541.1858,541.1858,0.7823,701.1665
SAN_A01b,010a,Eschweilera ovata,Lecythidaceae,736532.7937,9668591.2,O,15.5,False,,,14.8,False,5,14.02,15.5,False,O,14.02,feldpausch,56.6519,56.6519,0.9,84.1549
SAN_A01b,010b,Aniba parviflora,Lauraceae,736495.9962,9668586.641,O,37.3,False,23.19,31.17,37.2,False,5,25.05,37.3,False,O,31.17,measured,685.9989,685.9989,0.54,618.9622
SAN_A01b,011a,Eschweilera coriacea,Lecythidaceae,736532.6246,9668591.137,O,15.5,False,,,14.2,False,5,13.62,15.5,False,O,13.62,feldpausch,55.0738,55.0738,0.8521,77.5568
SAN_A01b,012a,Brosimum acutifolium,Moraceae,736542.0332,9668590.592,O,60.5,False,27.62,40.11,62.4,False,5,32.5,60.5,False,O,40.11,measured,2255.3907,2255.3907,0.6403,2403.0732
SAN_A01b,013a,Rinorea guianensis,Violaceae,736537.407,9668588.181,O,17.0,False,,,27.4,False,5,20.95,17.0,False,O,20.95,feldpausch,100.409,100.409,0.78,129.7123
SAN_A01b,015a,Eschweilera coriacea,Lecythidaceae,736544.9113,9668584.518,O,40.8,False,,,41.2,False,5,26.49,40.8,False,O,26.49,feldpausch,697.2641,697.2641,0.8521,981.9112
SAN_A01b,016a,Pouteria gongrijpii,Sapotaceae,736543.0344,9668582.724,O,11.7,False,,,11.1,False,5,11.45,11.7,False,O,11.45,feldpausch,26.8506,26.8506,0.7994,35.5284
SAN_A01b,017a,Rinorea guianensis,Violaceae,736545.2704,9668580.026,O,22.8,False,11.15,19.79,23.2,False,5,18.89,22.8,False,O,19.79,measured,168.4537,168.4537,0.78,217.6152
SAN_A01b,018a,Rinorea guianensis,Violaceae,736543.6041,9668579.79,O,29.1,False,,,28.2,False,5,21.32,29.1,False,O,21.32,feldpausch,291.6595,291.6595,0.78,376.7774
SAN_A01b,019a,Eschweilera coriacea,Lecythidaceae,736539.7209,9668578.612,O,12.6,False,,,13.5,False,5,13.15,12.6,False,O,13.15,feldpausch,35.5186,35.5186,0.8521,50.0185
SAN_A01b,020a,Protium paniculatum,Burseraceae,736538.7229,9668577.16,O,21.5,False,,,21.3,False,5,17.88,21.5,False,O,17.88,feldpausch,136.0477,136.0477,0.49,111.647
SAN_A01b,021a,Rinorea guianensis,Violaceae,736541.1541,9668576.007,O,22.0,False,,,18.8,False,5,16.48,22.0,False,O,16.48,feldpausch,131.4075,131.4075,0.78,169.7574
SAN_A01b,022a,Nectandra cuspidata,Lauraceae,736546.4657,9668575.842,O,10.5,False,,,11.3,False,5,11.6,10.5,False,O,11.6,feldpausch,22.0157,22.0157,0.518,19.0741
SAN_A01b,023a,Casearia grandiflora,Salicaceae,736540.1832,9668573.062,O,10.9,False,,,11.8,False,5,11.96,10.9,False,O,11.96,feldpausch,24.3996,24.3996,0.77,31.1259
SAN_A01b,024a,Eschweilera micrantha,Lecythidaceae,736538.6575,9668572.688,O,12.4,False,,,14.0,False,5,13.49,12.4,False,O,13.49,feldpausch,35.2949,35.2949,0.86,50.1541
SAN_A01b,025a,Guarea guidonia,Meliaceae,736546.3935,9668569.475,O,20.4,False,11.04,15.38,20.9,False,5,17.67,20.4,False,O,15.38,measured,106.0054,106.0054,0.5651,99.9832
SAN_A01b,026a,,,736549.4218,9668568.315,O,14.2,False,,,15.0,False,5,14.15,14.2,False,O,14.15,feldpausch,48.1799,48.1799,0.6965,55.7277
SAN_A01b,027a,Protium hebetatum,Burseraceae,736543.6384,9668565.683,O,34.8,False,,,35.0,False,5,24.21,34.8,False,O,24.21,feldpausch,468.1686,468.1686,0.5773,450.8803
SAN_A01b,028a,Miconia poeppigii,Melastomataceae,736543.2727,9668563.611,O,26.0,False,,,,True,5,,26.0,False,O,,feldpausch,,,0.5967,
SAN_A01b,029a,Abarema jupunba,Fabaceae,736542.1936,9668566.069,O,14.0,False,,,15.0,False,5,14.15,14.0,False,O,14.15,feldpausch,46.8642,46.8642,0.5851,45.7312
SAN_A01b,030a,,,736537.9512,9668573.873,O,26.9,False,,,26.9,False,5,20.72,26.9,False,O,20.72,feldpausch,243.2952,243.2952,0.6965,281.4098
SAN_A01b,031a,Eschweilera ovata,Lecythidaceae,736531.9124,9668581.587,O,17.5,False,,,17.9,False,5,15.95,17.5,False,O,15.95,feldpausch,81.4264,81.4264,0.9,120.9568
SAN_A01b,032a,Sacoglottis guianensis,Humiriaceae,736539.7149,9668582.012,O,18.6,False,,,,True,5,,18.6,False,O,,feldpausch,,,0.8359,
SAN_A01b,033a,,,736537.7014,9668584.012,O,37.5,False,,,34.7,False,5,24.09,37.5,False,O,24.09,feldpausch,539.0666,539.0666,0.6965,623.5167
SAN_A01b,034a,Protium paniculatum,Burseraceae,736536.2812,9668584.862,O,12.5,False,,,12.7,False,5,12.6,12.5,False,O,12.6,feldpausch,33.5421,33.5421,0.49,27.5262
SAN_A01b,035a,Neea oppositifolia,Nyctaginaceae,736535.2818,9668584.924,O,14.9,False,,,15.4,False,5,14.41,14.9,False,O,14.41,feldpausch,53.8736,53.8736,0.893,79.4203
SAN_A01b,036a,,,736535.2779,9668586.686,L,15.3,False,,,15.6,False,5,14.54,15.3,False,L,14.54,feldpausch,57.2323,57.2323,0.6965,66.1983
SAN_A01b,037a,Sacoglottis guianensis,Humiriaceae,736534.9435,9668587.293,O,44.6,False,16.59,22.69,44.6,False,5,27.63,44.6,False,O,22.69,measured,713.2747,713.2747,0.8359,985.7847
SAN_A01b,038a,Pouteria gongrijpii,Sapotaceae,736534.3702,9668588.335,O,11.7,False,,,11.8,False,5,11.96,11.7,False,O,11.96,feldpausch,28.0172,28.0172,0.7994,37.0721
SAN_A01b,039a,,,736527.4673,9668589.73,O,34.8,False,,,35.0,False,5,24.21,34.8,False,O,24.21,feldpausch,468.1686,468.1686,0.6965,541.5118
SAN_A01b,040a,Virola michelii,Myristicaceae,736524.469,9668591.696,O,19.2,False,,,19.4,False,5,16.83,19.2,False,O,16.83,feldpausch,102.8307,102.8307,0.4701,81.0452
SAN_A01b,041a,Neea oppositifolia,Nyctaginaceae,736528.2334,9668593.761,O,10.0,False,,,9.9,False,5,10.55,10.0,False,O,10.55,feldpausch,18.2455,18.2455,0.893,26.8974
SAN_A01b,042a,Eschweilera ovata,Lecythidaceae,736529.2914,9668595.636,O,13.2,False,,,13.7,False,5,13.29,13.2,False,O,13.29,feldpausch,39.299,39.299,0.9,58.3776
SAN_A01b,043a,Nectandra cuspidata,Lauraceae,736529.0016,9668596.154,O,18.6,False,19.96,28.17,18.5,False,5,16.31,18.6,False,O,28.17,measured,159.7872,159.7872,0.518,138.437
SAN_A01b,044a,,,736529.2106,9668597.711,O,22.0,True,,,,True,5,,22.0,True,O,,feldpausch,,,0.6965,
SAN_A01b,045a,Quiina florida,Ochnaceae,736520.437,9668599.472,O,41.7,False,,,42.0,False,5,26.77,41.7,False,O,26.77,feldpausch,735.1079,735.1079,0.728,887.8011
SAN_A01b,047a,,,736521.6165,9668605.223,O,14.5,True,,,,True,5,,14.5,True,O,,feldpausch,,,0.6965,
SAN_A01b,048a,Inga thibaudiana,Fabaceae,736546.8606,9668568.598,O,,,,,10.5,False,5,11.0,,False,O,11.0,feldpausch,,,0.5786,
SAN_A01b,049a,Maquira coriacea,Moraceae,736544.7503,9668567.992,O,,,,,10.1,False,5,10.7,,False,O,10.7,feldpausch,,,0.5112,
SAN_A01b,001a,Alibertia edulis,Rubiaceae,736420.5893,9668894.714,O,21.5,False,,,21.5,False,6,17.99,21.5,False,O,17.99,feldpausch,136.8646,136.8646,0.76,172.381
